Sales,Buy,Duration,PageViews
0,No Buy,9,6
0,No Buy,5,3
0,No Buy,1,2
0,No Buy,7,4
0,No Buy,75,10
0,No Buy,44,7
0,No Buy,34,5
0,No Buy,14,2
0,No Buy,5,2
0,No Buy,10,2
0,No Buy,4,2
0,No Buy,7,4
0,No Buy,15,5
0,No Buy,21,6
0,No Buy,38,5
0,No Buy,11,4
0,No Buy,30,5
0,No Buy,5,2
0,No Buy,9,4
0,No Buy,11,3
0,No Buy,13,3
0,No Buy,9,3
0,No Buy,31,9
0,No Buy,20,5
0,No Buy,2,3
0,No Buy,13,5
0,No Buy,30,11
0,No Buy,21,7
0,No Buy,24,8
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,44,11
0,No Buy,3,4
0,No Buy,2,4
0,No Buy,1,2
0,No Buy,58,16
0,No Buy,18,5
0,No Buy,24,8
0,No Buy,16,6
0,No Buy,24,2
0,No Buy,66,5
0,No Buy,2,2
0,No Buy,4,2
0,No Buy,28,8
0,No Buy,42,6
0,No Buy,4,2
0,No Buy,1,2
0,No Buy,27,2
0,No Buy,2,2
0,No Buy,6,4
0,No Buy,15,5
0,No Buy,28,4
0,No Buy,28,3
0,No Buy,31,8
0,No Buy,4,2
0,No Buy,11,14
0,No Buy,1,2
0,No Buy,9,4
0,No Buy,17,3
0,No Buy,7,6
0.99,Buy,1,2
0,No Buy,7,3
0,No Buy,26,8
0,No Buy,20,4
0,No Buy,12,6
0,No Buy,38,5
0,No Buy,36,5
0,No Buy,5,4
0,No Buy,4,2
0.99,Buy,120,25
0,No Buy,1,2
0.99,Buy,13,8
0,No Buy,25,10
0,No Buy,29,10
0.99,Buy,34,5
0,No Buy,95,19
0,No Buy,14,7
0,No Buy,25,6
0,No Buy,61,8
0,No Buy,5,2
0,No Buy,2,4
0,No Buy,63,15
0,No Buy,26,9
0,No Buy,61,16
0,No Buy,44,8
1.99,Buy,2,2
9.99,Buy,69,27
0,No Buy,1,2
0,No Buy,19,3
0,No Buy,14,12
0,No Buy,12,7
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,56,20
0,No Buy,15,6
0,No Buy,19,13
0,No Buy,36,13
0,No Buy,35,21
0,No Buy,30,9
0,No Buy,7,4
0,No Buy,9,5
0.99,Buy,46,7
0,No Buy,29,6
0,No Buy,23,26
0.99,Buy,39,11
0.99,Buy,92,32
0,No Buy,20,5
0,No Buy,58,19
0,No Buy,13,5
0,No Buy,26,7
0,No Buy,1,6
0,No Buy,6,9
0,No Buy,2,8
0,No Buy,1,9
0,No Buy,2,2
0,No Buy,7,15
0,No Buy,34,38
0.99,Buy,19,16
0,No Buy,3,3
0.99,Buy,28,8
0.99,Buy,1,2
0,No Buy,1,2
0.99,Buy,7,7
0,No Buy,1,2
0,No Buy,25,8
0.99,Buy,17,3
0.99,Buy,38,13
0.99,Buy,29,36
0.99,Buy,41,21
0.99,Buy,27,17
0,No Buy,2,4
0,No Buy,4,3
0.99,Buy,10,4
0.99,Buy,3,3
0,No Buy,1,4
0.99,Buy,1,2
0.99,Buy,1,2
0.99,Buy,5,7
0.99,Buy,20,16
0.99,Buy,13,7
0.99,Buy,52,13
0.99,Buy,1,2
0.99,Buy,31,7
0.99,Buy,22,7
0.99,Buy,8,6
0.99,Buy,20,10
0.99,Buy,8,16
0.99,Buy,7,14
0.99,Buy,10,16
0.99,Buy,39,10
0.99,Buy,2,3
0,No Buy,1,2
0.99,Buy,6,4
0.99,Buy,5,6
0.99,Buy,4,4
0,No Buy,5,9
0,No Buy,2,2
0,No Buy,17,8
0,No Buy,12,3
0,No Buy,6,4
0,No Buy,1,2
0.99,Buy,9,9
0,No Buy,4,4
0,No Buy,5,1
0,No Buy,2,5
0,No Buy,9,5
0,No Buy,33,12
0,No Buy,1,2
0,No Buy,7,16
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,4,2
0,No Buy,2,4
0,No Buy,29,5
0,No Buy,1,4
0,No Buy,27,9
0,No Buy,21,9
0,No Buy,1,3
0,No Buy,8,3
0,No Buy,1,7
0,No Buy,1,7
0,No Buy,6,3
0,No Buy,11,5
0,No Buy,1,2
1.29,Buy,34,26
0.99,Buy,30,19
9.99,Buy,4,12
0.99,Buy,1,4
0.99,Buy,9,4
15.99,Buy,50,42
0.99,Buy,2,4
0.99,Buy,34,51
7.92,Buy,1,4
0,No Buy,1,4
5.99,Buy,49,46
12.99,Buy,9,13
0.99,Buy,46,30
0,No Buy,2,4
0,No Buy,2,5
0,No Buy,1,2
0,No Buy,11,4
0.99,Buy,42,32
0.99,Buy,35,14
0,No Buy,2,3
0,No Buy,2,4
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,24,12
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,14,22
0,No Buy,7,4
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,3,13
0,No Buy,27,4
11.99,Buy,2,11
0,No Buy,1,3
1.98,Buy,12,6
0,No Buy,2,3
0,No Buy,12,22
0,No Buy,1,3
0,No Buy,3,2
0,No Buy,13,3
0,No Buy,3,14
0,No Buy,13,21
0,No Buy,9,23
0,No Buy,6,12
0,No Buy,14,16
0,No Buy,1,3
0,No Buy,3,8
0,No Buy,1,3
0,No Buy,8,4
0,No Buy,2,4
0,No Buy,37,10
0,No Buy,2,3
0,No Buy,1,4
0,No Buy,18,3
0,No Buy,26,3
0,No Buy,2,13
0,No Buy,30,14
0,No Buy,4,9
0.99,Buy,36,17
0,No Buy,1,2
0.99,Buy,14,23
0,No Buy,14,18
0,No Buy,10,6
0,No Buy,39,37
149,Buy,22,24
0,No Buy,1,10
0,No Buy,1,2
0,No Buy,1,8
0,No Buy,1,2
0,No Buy,28,13
0,No Buy,2,9
0,No Buy,1,5
0,No Buy,4,7
0,No Buy,2,5
0,No Buy,4,5
0,No Buy,45,12
0,No Buy,4,3
0,No Buy,7,6
0,No Buy,29,13
0,No Buy,40,9
0,No Buy,8,5
0,No Buy,7,8
0,No Buy,42,16
0,No Buy,13,13
0,No Buy,4,12
0,No Buy,6,9
0,No Buy,9,8
0,No Buy,1,9
0,No Buy,20,22
0,No Buy,1,4
0,No Buy,1,4
249,Buy,4,18
0,No Buy,6,9
0,No Buy,2,7
0,No Buy,1,6
0,No Buy,9,8
0,No Buy,1,3
0.99,Buy,67,31
0,No Buy,2,3
19.99,Buy,19,33
0.99,Buy,7,6
0,No Buy,7,2
9.99,Buy,9,14
0,No Buy,1,9
0,No Buy,2,8
9.99,Buy,1,10
0,No Buy,14,20
0,No Buy,1,4
0,No Buy,1,6
9.99,Buy,37,18
0,No Buy,21,14
0,No Buy,4,9
0.99,Buy,6,8
0,No Buy,4,8
0.99,Buy,32,16
0.99,Buy,34,34
0.99,Buy,2,4
0.99,Buy,19,10
0.99,Buy,20,21
0.99,Buy,47,23
0.99,Buy,8,7
0,No Buy,65,30
0.99,Buy,37,13
0,No Buy,14,12
0.99,Buy,14,9
0.99,Buy,37,19
0.99,Buy,12,6
0.99,Buy,14,11
0.99,Buy,57,36
0.99,Buy,55,33
0.99,Buy,37,37
0.99,Buy,167,79
0.99,Buy,82,47
0,No Buy,3,6
0.99,Buy,10,6
0.99,Buy,287,62
0.99,Buy,50,20
0.99,Buy,14,7
0,No Buy,1,2
0.99,Buy,55,34
0,No Buy,1,6
0.99,Buy,52,16
0,No Buy,24,13
0.99,Buy,33,31
0.99,Buy,4,5
0.99,Buy,18,12
0.99,Buy,11,15
0.99,Buy,16,9
0.99,Buy,92,40
0.99,Buy,27,13
0,No Buy,26,6
0,No Buy,4,4
0.99,Buy,52,53
0.99,Buy,26,10
0.99,Buy,116,65
0,No Buy,2,2
0.99,Buy,75,64
0.99,Buy,81,44
0.99,Buy,12,12
0.99,Buy,72,37
0,No Buy,1,2
0,No Buy,15,4
0,No Buy,20,2
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,83,9
0,No Buy,27,3
0,No Buy,47,6
0,No Buy,67,10
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,35,3
0,No Buy,2,2
0,No Buy,172,22
0,No Buy,71,7
0,No Buy,31,5
0,No Buy,60,8
0,No Buy,2,2
0,No Buy,2,2
0,No Buy,191,24
0,No Buy,191,15
0,No Buy,236,23
0,No Buy,15,4
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,99,13
0,No Buy,81,10
0,No Buy,83,6
0,No Buy,100,8
0,No Buy,9,3
0,No Buy,34,4
0,No Buy,30,3
0,No Buy,1,2
0,No Buy,140,14
0,No Buy,24,3
0,No Buy,113,12
0,No Buy,78,8
0,No Buy,3,2
0,No Buy,215,23
0,No Buy,77,7
0,No Buy,58,7
0,No Buy,3,2
0,No Buy,98,9
0,No Buy,15,3
0,No Buy,3,2
0,No Buy,21,4
0,No Buy,159,16
0,No Buy,85,10
0,No Buy,74,10
0,No Buy,4,2
0,No Buy,154,19
0,No Buy,71,7
0,No Buy,23,4
0,No Buy,237,21
0,No Buy,79,6
0,No Buy,12,2
0,No Buy,83,8
0,No Buy,90,13
0,No Buy,31,6
0,No Buy,38,7
0,No Buy,117,10
0,No Buy,30,5
0,No Buy,83,8
0,No Buy,24,4
0,No Buy,58,7
0,No Buy,140,11
0,No Buy,15,4
0,No Buy,52,8
0,No Buy,27,5
0,No Buy,7,2
0,No Buy,133,12
0,No Buy,67,6
0,No Buy,29,4
0,No Buy,131,11
0,No Buy,54,6
0,No Buy,40,6
0,No Buy,81,8
0,No Buy,5,2
0,No Buy,1,2
0,No Buy,17,3
0,No Buy,72,9
0,No Buy,97,9
0,No Buy,40,4
0,No Buy,2,2
0,No Buy,153,15
0,No Buy,23,4
0,No Buy,188,21
0,No Buy,28,4
0,No Buy,113,17
0,No Buy,31,4
0,No Buy,54,6
0,No Buy,29,4
0,No Buy,6,2
0,No Buy,90,9
0,No Buy,31,4
0,No Buy,22,2
0,No Buy,169,19
0,No Buy,54,10
0,No Buy,22,4
0,No Buy,48,6
0,No Buy,3,2
0,No Buy,45,5
0,No Buy,28,5
0,No Buy,100,10
0,No Buy,88,11
0,No Buy,27,4
0,No Buy,114,16
0,No Buy,248,41
0,No Buy,465,51
0,No Buy,134,14
0,No Buy,40,7
0,No Buy,74,8
0,No Buy,4,2
0,No Buy,42,6
0,No Buy,294,26
0,No Buy,35,4
0,No Buy,14,2
0,No Buy,21,4
0,No Buy,40,5
0,No Buy,122,12
0,No Buy,1,2
0,No Buy,37,5
0,No Buy,1,2
0,No Buy,8,3
0,No Buy,214,24
0,No Buy,146,14
0,No Buy,19,3
0,No Buy,2,2
0,No Buy,3,2
0,No Buy,50,6
0,No Buy,42,6
0,No Buy,107,12
0,No Buy,215,22
0,No Buy,34,7
0,No Buy,74,9
0,No Buy,23,5
0,No Buy,19,4
0,No Buy,113,10
0,No Buy,155,19
0,No Buy,55,6
0,No Buy,30,4
0,No Buy,12,2
0,No Buy,2,2
0,No Buy,4,2
0,No Buy,56,7
0,No Buy,147,16
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,183,29
0,No Buy,1,3
0,No Buy,107,23
0,No Buy,52,8
0,No Buy,11,4
0,No Buy,437,60
0,No Buy,169,24
0,No Buy,35,5
0,No Buy,181,25
0,No Buy,25,4
0,No Buy,89,13
0,No Buy,239,30
0,No Buy,1,2
0,No Buy,12,3
0,No Buy,51,3
0,No Buy,3,2
0,No Buy,77,8
0,No Buy,83,9
0,No Buy,40,4
0,No Buy,23,3
0,No Buy,1,2
0,No Buy,25,3
0,No Buy,37,4
0,No Buy,20,3
0,No Buy,18,3
0,No Buy,12,3
0,No Buy,32,3
0,No Buy,76,6
0,No Buy,14,5
0,No Buy,426,60
0,No Buy,6,3
0,No Buy,236,23
0,No Buy,87,11
0,No Buy,74,9
0,No Buy,13,4
0,No Buy,40,6
0,No Buy,72,9
0,No Buy,123,22
0,No Buy,23,5
0,No Buy,33,3
0,No Buy,34,7
0,No Buy,82,10
0,No Buy,42,4
0,No Buy,3,2
0,No Buy,34,3
0,No Buy,54,4
0,No Buy,14,4
0,No Buy,133,14
0,No Buy,60,5
0,No Buy,147,38
0,No Buy,260,52
0,No Buy,456,41
0,No Buy,10,3
0,No Buy,66,9
0,No Buy,46,7
0,No Buy,96,14
0,No Buy,3,2
0,No Buy,91,8
0,No Buy,97,9
0,No Buy,186,26
0,No Buy,1,2
0,No Buy,28,3
0,No Buy,108,9
0,No Buy,101,15
0,No Buy,1,2
0,No Buy,415,50
0,No Buy,5,3
0,No Buy,3,2
0,No Buy,24,3
0,No Buy,156,17
0,No Buy,1,2
0,No Buy,16,3
0,No Buy,112,13
0,No Buy,56,5
0,No Buy,169,17
0,No Buy,98,11
0,No Buy,182,27
0,No Buy,106,16
0,No Buy,232,27
0,No Buy,120,14
0,No Buy,61,7
0,No Buy,136,14
0,No Buy,23,2
0,No Buy,61,8
0,No Buy,10,2
0,No Buy,77,6
0,No Buy,83,7
0,No Buy,2,2
0,No Buy,124,11
0,No Buy,24,4
0,No Buy,14,4
0,No Buy,78,8
0,No Buy,33,5
0,No Buy,149,15
0,No Buy,229,28
0,No Buy,196,23
0,No Buy,37,4
0,No Buy,7,2
0,No Buy,386,67
0,No Buy,93,9
0,No Buy,40,6
0,No Buy,151,18
0,No Buy,19,3
0,No Buy,7,3
0,No Buy,469,55
0,No Buy,49,6
0,No Buy,103,9
0,No Buy,23,3
0,No Buy,112,13
0,No Buy,14,3
0,No Buy,52,7
0,No Buy,227,36
0,No Buy,161,35
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,299,28
0,No Buy,58,5
0,No Buy,113,11
0,No Buy,144,17
0,No Buy,4,3
0,No Buy,229,25
0,No Buy,6,2
0,No Buy,46,7
0,No Buy,100,16
0,No Buy,223,20
0,No Buy,471,60
0,No Buy,193,40
0,No Buy,233,41
0,No Buy,477,46
0,No Buy,35,4
0,No Buy,26,3
0,No Buy,66,4
0,No Buy,2,2
0,No Buy,28,4
0,No Buy,15,4
0,No Buy,416,54
0,No Buy,179,43
0,No Buy,106,24
0,No Buy,13,4
0,No Buy,1,2
0,No Buy,181,29
0,No Buy,40,7
0,No Buy,3,2
0,No Buy,109,22
0,No Buy,225,27
0,No Buy,197,25
0,No Buy,403,74
0,No Buy,21,6
0,No Buy,198,29
0,No Buy,126,19
0,No Buy,66,10
0,No Buy,22,2
0,No Buy,114,15
0,No Buy,45,5
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,113,12
0,No Buy,35,5
0,No Buy,185,14
0,No Buy,1,2
0,No Buy,10,2
0,No Buy,68,9
0,No Buy,181,24
0,No Buy,34,4
0,No Buy,41,5
0,No Buy,63,8
0,No Buy,306,42
0,No Buy,42,3
0,No Buy,4,2
0,No Buy,255,23
0,No Buy,1,2
0,No Buy,11,2
0,No Buy,44,6
0,No Buy,70,11
0,No Buy,202,29
0,No Buy,55,8
0,No Buy,108,14
0,No Buy,42,8
0,No Buy,145,16
0,No Buy,50,8
0,No Buy,128,17
0,No Buy,170,25
0,No Buy,56,8
0,No Buy,45,7
0,No Buy,2,2
0,No Buy,83,10
0,No Buy,124,11
0,No Buy,466,57
0,No Buy,189,32
0,No Buy,181,26
0,No Buy,82,14
0,No Buy,92,10
0,No Buy,92,9
0,No Buy,224,31
0,No Buy,86,11
0,No Buy,1,2
0,No Buy,96,8
0,No Buy,33,5
0,No Buy,32,3
0,No Buy,38,6
0,No Buy,66,12
0,No Buy,5,2
0,No Buy,169,26
0,No Buy,231,38
0,No Buy,469,50
0,No Buy,1,2
0,No Buy,33,5
0,No Buy,113,12
0,No Buy,185,17
0,No Buy,23,4
0,No Buy,71,9
0,No Buy,348,48
0,No Buy,138,12
0,No Buy,289,43
0,No Buy,28,4
0,No Buy,153,19
0,No Buy,60,7
0,No Buy,1,2
0,No Buy,33,3
0,No Buy,158,14
0,No Buy,1,2
0,No Buy,4,3
0,No Buy,53,11
0,No Buy,306,51
0,No Buy,133,12
0,No Buy,250,34
0,No Buy,1,2
0,No Buy,34,4
0,No Buy,167,25
0,No Buy,110,11
0,No Buy,98,8
0,No Buy,1,2
0,No Buy,34,6
0,No Buy,132,20
0,No Buy,12,3
0,No Buy,12,3
0,No Buy,87,13
0,No Buy,158,27
0,No Buy,107,19
0,No Buy,131,21
0,No Buy,168,18
0,No Buy,12,4
0,No Buy,176,24
0,No Buy,39,5
0,No Buy,25,2
0,No Buy,111,16
0,No Buy,141,15
0,No Buy,224,27
0,No Buy,218,43
0,No Buy,187,27
0,No Buy,121,19
0,No Buy,1,2
0,No Buy,33,6
0,No Buy,173,26
0,No Buy,99,13
0,No Buy,238,18
0,No Buy,26,4
0,No Buy,40,3
0,No Buy,5,2
0,No Buy,33,4
0,No Buy,1,2
0,No Buy,27,2
0,No Buy,101,11
0,No Buy,42,6
0,No Buy,57,6
0,No Buy,155,15
0,No Buy,201,34
0,No Buy,212,40
0,No Buy,21,2
0,No Buy,3,2
0,No Buy,17,2
0,No Buy,120,11
0,No Buy,27,2
0,No Buy,40,4
0,No Buy,109,9
0,No Buy,255,20
0,No Buy,113,12
0,No Buy,23,3
0,No Buy,59,7
0,No Buy,97,14
0,No Buy,466,61
0,No Buy,48,7
0,No Buy,74,10
0,No Buy,215,21
0,No Buy,8,2
0,No Buy,15,2
0,No Buy,19,3
0,No Buy,108,10
0,No Buy,53,7
0,No Buy,2,2
0,No Buy,177,15
0,No Buy,6,2
0,No Buy,21,2
0,No Buy,3,2
0,No Buy,2,2
0,No Buy,226,23
0,No Buy,21,5
0,No Buy,133,16
0,No Buy,223,26
0,No Buy,21,5
0,No Buy,12,3
0,No Buy,140,16
0,No Buy,109,10
0,No Buy,15,2
0,No Buy,196,27
0,No Buy,12,2
0,No Buy,189,24
0,No Buy,72,7
0,No Buy,214,18
0,No Buy,1,2
0,No Buy,6,2
0,No Buy,10,3
0,No Buy,1,2
0,No Buy,43,4
0,No Buy,2,2
0,No Buy,38,4
0,No Buy,28,3
0,No Buy,30,3
0,No Buy,14,3
0,No Buy,101,8
0,No Buy,150,14
0,No Buy,37,5
0,No Buy,50,7
0,No Buy,156,13
0,No Buy,113,12
0,No Buy,10,3
0,No Buy,59,7
0,No Buy,76,10
0,No Buy,9,3
0,No Buy,27,4
0,No Buy,219,42
0,No Buy,2,2
0,No Buy,217,24
0,No Buy,192,22
0,No Buy,466,59
0,No Buy,71,7
0,No Buy,48,5
0,No Buy,19,2
0,No Buy,97,9
0,No Buy,6,2
0,No Buy,21,3
0,No Buy,98,12
0,No Buy,162,16
0,No Buy,35,3
0,No Buy,11,2
0,No Buy,40,5
0,No Buy,106,13
0,No Buy,101,11
0,No Buy,3,2
0,No Buy,3,2
0,No Buy,37,4
0,No Buy,35,5
0,No Buy,1,2
0,No Buy,31,4
0,No Buy,3,2
0,No Buy,30,4
0,No Buy,18,2
0,No Buy,30,5
0,No Buy,12,3
0,No Buy,56,3
0,No Buy,122,7
0,No Buy,10,2
0,No Buy,73,9
0.99,Buy,190,21
0,No Buy,65,6
0,No Buy,88,8
0,No Buy,320,33
0,No Buy,3,3
0,No Buy,15,3
0,No Buy,84,10
0,No Buy,23,7
0,No Buy,58,5
0,No Buy,73,8
0,No Buy,35,3
0,No Buy,15,2
0,No Buy,2,2
0,No Buy,24,2
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,116,15
0,No Buy,1,2
0,No Buy,18,3
0,No Buy,97,13
0,No Buy,162,28
0,No Buy,390,35
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,11,2
0,No Buy,33,4
0,No Buy,32,4
0,No Buy,48,6
0,No Buy,114,11
0,No Buy,79,10
0,No Buy,31,4
0,No Buy,85,6
0,No Buy,1,2
0,No Buy,32,4
0,No Buy,4,2
0,No Buy,28,2
0,No Buy,20,3
0,No Buy,44,5
0,No Buy,68,10
0,No Buy,15,2
0,No Buy,11,3
0,No Buy,403,43
0,No Buy,41,4
0,No Buy,8,3
0,No Buy,14,2
0,No Buy,40,7
0,No Buy,20,3
0,No Buy,36,4
0,No Buy,21,4
0,No Buy,2,2
0,No Buy,3,2
0,No Buy,38,6
0,No Buy,66,8
0,No Buy,109,10
0,No Buy,1,2
0,No Buy,25,2
0,No Buy,2,3
0,No Buy,230,32
0,No Buy,57,8
0,No Buy,492,66
0,No Buy,348,33
0,No Buy,2,2
0,No Buy,20,3
0,No Buy,1,2
0,No Buy,72,10
0,No Buy,293,43
0,No Buy,45,6
0,No Buy,88,12
0,No Buy,199,27
0,No Buy,21,4
0,No Buy,117,12
0,No Buy,22,5
0,No Buy,20,4
0,No Buy,64,7
0,No Buy,2,2
0,No Buy,74,9
0,No Buy,93,9
0,No Buy,1,2
0,No Buy,114,7
0,No Buy,32,3
0,No Buy,4,3
0,No Buy,110,10
0,No Buy,8,3
0,No Buy,190,21
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,2,2
0,No Buy,5,3
0,No Buy,5,2
0,No Buy,55,7
0,No Buy,120,11
0,No Buy,3,2
0,No Buy,9,2
0,No Buy,19,5
0,No Buy,21,4
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,16,2
0,No Buy,88,11
0,No Buy,40,6
0,No Buy,118,20
0,No Buy,31,4
0,No Buy,80,6
0,No Buy,69,6
0,No Buy,1,2
0,No Buy,38,6
0,No Buy,138,18
0,No Buy,26,6
0,No Buy,107,16
0,No Buy,39,6
0,No Buy,3,2
0,No Buy,45,5
0,No Buy,3,3
0,No Buy,60,7
0,No Buy,142,13
0,No Buy,69,7
0,No Buy,204,22
0,No Buy,219,33
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,19,2
0,No Buy,94,8
0,No Buy,29,4
0,No Buy,3,2
0,No Buy,30,5
0,No Buy,248,26
0,No Buy,52,5
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,163,14
0,No Buy,61,6
0,No Buy,65,5
0,No Buy,5,2
0,No Buy,441,54
0,No Buy,63,11
0,No Buy,1,2
0,No Buy,153,19
0,No Buy,27,3
0,No Buy,131,13
0,No Buy,82,8
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,24,3
0,No Buy,37,4
0,No Buy,199,29
0,No Buy,59,6
0,No Buy,81,10
0,No Buy,16,3
0,No Buy,26,3
0,No Buy,38,5
0,No Buy,46,4
0,No Buy,44,4
0,No Buy,1,2
0,No Buy,37,6
0,No Buy,118,10
0,No Buy,185,21
0,No Buy,17,3
0,No Buy,9,3
0,No Buy,57,9
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,119,13
0,No Buy,396,58
0,No Buy,36,7
0,No Buy,37,5
0,No Buy,74,10
0,No Buy,8,2
0,No Buy,19,4
0,No Buy,26,4
0,No Buy,6,2
0,No Buy,2,2
0,No Buy,66,8
0,No Buy,26,4
0.99,Buy,57,9
0,No Buy,9,2
0,No Buy,8,3
0,No Buy,398,45
0,No Buy,49,7
0,No Buy,7,3
0,No Buy,1,2
0,No Buy,140,15
0,No Buy,1,2
0,No Buy,5,2
0,No Buy,178,22
0,No Buy,122,15
0,No Buy,45,6
0,No Buy,57,7
0,No Buy,369,54
0,No Buy,12,2
0,No Buy,60,11
0,No Buy,33,8
0,No Buy,235,45
0,No Buy,47,11
0,No Buy,72,10
0,No Buy,73,9
0,No Buy,153,31
0,No Buy,167,18
0,No Buy,205,30
0,No Buy,1,2
0,No Buy,32,4
0,No Buy,291,32
0,No Buy,4,2
0,No Buy,120,11
0,No Buy,22,4
0,No Buy,102,19
0,No Buy,234,34
0,No Buy,8,3
0,No Buy,14,2
0,No Buy,118,13
0,No Buy,76,16
0,No Buy,123,17
0,No Buy,4,2
0,No Buy,37,4
0,No Buy,1,2
0,No Buy,71,6
0,No Buy,3,2
0,No Buy,67,7
0,No Buy,10,3
0,No Buy,6,2
0,No Buy,14,3
0,No Buy,1,2
0,No Buy,23,4
0,No Buy,66,7
0,No Buy,24,3
0,No Buy,22,3
0,No Buy,1,2
0,No Buy,350,46
0,No Buy,42,9
0,No Buy,447,55
0,No Buy,81,9
0,No Buy,46,9
0,No Buy,246,34
0,No Buy,103,17
0,No Buy,336,54
0,No Buy,74,12
0,No Buy,14,2
0,No Buy,32,5
0,No Buy,27,5
0,No Buy,1,2
0,No Buy,9,2
0,No Buy,392,54
0,No Buy,43,12
0,No Buy,134,24
0,No Buy,243,50
0,No Buy,3,5
0,No Buy,22,3
0,No Buy,22,5
0,No Buy,1,3
0,No Buy,23,3
0,No Buy,120,23
0,No Buy,223,35
0,No Buy,60,8
0,No Buy,160,14
0,No Buy,205,24
0,No Buy,6,2
0,No Buy,2,2
0,No Buy,86,13
0,No Buy,17,5
0,No Buy,240,30
0,No Buy,240,21
0,No Buy,181,24
0,No Buy,1,2
0,No Buy,226,47
0,No Buy,81,12
0,No Buy,72,13
0,No Buy,5,3
0,No Buy,248,35
0,No Buy,34,5
0,No Buy,225,35
0,No Buy,85,11
0,No Buy,1,3
0,No Buy,23,3
0,No Buy,177,30
0,No Buy,70,7
0,No Buy,48,5
0,No Buy,41,14
0,No Buy,15,3
0,No Buy,166,25
0,No Buy,74,15
0,No Buy,162,17
0,No Buy,101,13
0,No Buy,68,10
0,No Buy,1,2
0,No Buy,45,7
0,No Buy,68,9
0,No Buy,73,13
0,No Buy,121,18
0,No Buy,248,39
0,No Buy,53,6
0,No Buy,92,17
0,No Buy,286,53
0,No Buy,193,24
0,No Buy,185,29
0,No Buy,30,3
0,No Buy,2,3
0,No Buy,158,35
0,No Buy,210,28
0,No Buy,22,7
0,No Buy,40,5
0,No Buy,32,7
0,No Buy,1,2
0,No Buy,106,13
0,No Buy,130,22
0,No Buy,166,35
0,No Buy,37,8
0,No Buy,44,8
0,No Buy,33,4
0,No Buy,21,2
0,No Buy,238,33
0,No Buy,62,7
0,No Buy,373,57
0,No Buy,34,6
0,No Buy,42,6
0,No Buy,17,4
0,No Buy,9,4
0,No Buy,56,10
0,No Buy,25,2
0,No Buy,17,5
0,No Buy,77,10
0,No Buy,386,64
0,No Buy,60,16
0,No Buy,90,11
0,No Buy,212,27
0,No Buy,25,4
0,No Buy,88,11
0,No Buy,213,31
0,No Buy,155,34
0,No Buy,13,3
0,No Buy,337,57
0,No Buy,8,3
0,No Buy,340,54
0,No Buy,1,2
0,No Buy,83,17
0,No Buy,249,33
0,No Buy,21,3
0,No Buy,86,13
0,No Buy,18,5
0,No Buy,11,3
0,No Buy,163,25
0,No Buy,24,4
0,No Buy,1,3
0,No Buy,142,16
0,No Buy,234,32
0,No Buy,1,2
0,No Buy,13,3
0,No Buy,40,14
0,No Buy,36,5
0,No Buy,239,40
0,No Buy,47,6
0,No Buy,391,61
0,No Buy,12,6
0,No Buy,13,4
0,No Buy,174,23
0,No Buy,69,10
0,No Buy,71,9
0,No Buy,401,61
0,No Buy,26,5
0,No Buy,94,16
0,No Buy,211,46
0,No Buy,36,5
0,No Buy,187,29
0,No Buy,175,29
0,No Buy,71,14
0,No Buy,100,15
0,No Buy,126,21
0,No Buy,81,14
0,No Buy,53,7
0,No Buy,128,30
0,No Buy,208,45
0,No Buy,60,16
0,No Buy,211,30
0,No Buy,139,23
0,No Buy,53,8
0,No Buy,88,21
0,No Buy,38,7
0,No Buy,77,24
0,No Buy,89,17
0,No Buy,51,14
0,No Buy,4,11
0,No Buy,26,6
79,Buy,15,15
0,No Buy,84,24
0.99,Buy,35,12
0.99,Buy,6,6
0,No Buy,1,3
0,No Buy,23,26
0.99,Buy,27,4
0.99,Buy,15,3
0.99,Buy,23,8
0,No Buy,21,23
199,Buy,6,11
0,No Buy,10,10
0,No Buy,1,1
0,No Buy,10,6
0,No Buy,7,3
0,No Buy,2,4
0,No Buy,4,5
23,Buy,13,30
0.99,Buy,6,7
0,No Buy,9,9
0,No Buy,1,4
0,No Buy,3,18
