Sales,Buy,Duration,PageViews
0,No Buy,5,9
0.99,Buy,3,5
0.99,Buy,3,3
0.99,Buy,2,7
0.99,Buy,3,2
0.99,Buy,4,6
0,No Buy,2,3
0,No Buy,1,4
0.99,Buy,4,3
0.99,Buy,1,4
0.99,Buy,3,6
0.99,Buy,7,15
0.99,Buy,12,24
0,No Buy,40,21
0.99,Buy,4,2
0,No Buy,1,2
0.99,Buy,4,2
0,No Buy,9,3
0.99,Buy,13,8
0.99,Buy,6,3
0.99,Buy,4,4
0.99,Buy,31,12
0.99,Buy,1,4
0.99,Buy,1,2
0.99,Buy,3,9
0.99,Buy,25,8
0.99,Buy,126,16
0.99,Buy,14,6
0.99,Buy,42,11
0.99,Buy,29,4
0.99,Buy,5,3
0,No Buy,1,5
0.99,Buy,2,3
0,No Buy,2,6
13.99,Buy,2,18
0,No Buy,2,4
0,No Buy,5,5
0,No Buy,5,10
0.99,Buy,1,3
0,No Buy,3,2
0.99,Buy,1,2
0.99,Buy,17,6
0.99,Buy,1,3
0,No Buy,1,4
0,No Buy,14,5
0.99,Buy,15,5
0.99,Buy,14,9
0,No Buy,2,5
0,No Buy,11,32
0.99,Buy,2,2
0.99,Buy,2,2
0,No Buy,5,3
0.99,Buy,2,6
0.99,Buy,32,12
0.99,Buy,8,3
0,No Buy,1,2
0.99,Buy,8,4
0.99,Buy,7,4
0.99,Buy,1,3
0.99,Buy,15,3
0,No Buy,1,4
0.99,Buy,3,8
0,No Buy,1,2
0.99,Buy,3,3
0.99,Buy,16,4
0.99,Buy,28,8
0.99,Buy,1,4
0.99,Buy,32,15
0.99,Buy,5,3
0,No Buy,4,9
0.99,Buy,1,2
0,No Buy,3,8
0,No Buy,17,3
0,No Buy,1,3
0.99,Buy,3,2
9.99,Buy,18,7
1.49,Buy,7,9
0.99,Buy,15,8
0,No Buy,18,14
0,No Buy,3,4
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,2,5
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,4,6
0,No Buy,8,7
0.99,Buy,1,2
0,No Buy,3,3
0.99,Buy,13,7
0,No Buy,92,16
0,No Buy,9,1
0,No Buy,24,1
0,No Buy,4,9
0.99,Buy,3,2
0,No Buy,2,3
0,No Buy,14,4
0,No Buy,2,4
0,No Buy,1,2
0,No Buy,8,3
0.99,Buy,1,2
0,No Buy,2,4
1.29,Buy,2,2
0,No Buy,17,10
0,No Buy,1,2
0.99,Buy,2,2
0.99,Buy,4,4
0,No Buy,12,13
0.99,Buy,20,30
0.99,Buy,1,2
0,No Buy,26,5
0,No Buy,1,2
0,No Buy,3,4
0.99,Buy,38,30
0.99,Buy,33,29
0,No Buy,1,4
0,No Buy,35,15
0.99,Buy,71,51
0,No Buy,20,11
0,No Buy,8,9
0,No Buy,12,17
0,No Buy,3,3
0,No Buy,60,39
0,No Buy,1,7
0.99,Buy,42,29
0,No Buy,6,6
0,No Buy,12,11
0,No Buy,22,19
0,No Buy,1,2
0,No Buy,11,9
0,No Buy,25,20
0,No Buy,7,7
0.99,Buy,34,19
0,No Buy,9,12
0,No Buy,26,15
0,No Buy,1,4
0,No Buy,2,5
0.99,Buy,14,5
1.99,Buy,99,38
0,No Buy,1,4
0,No Buy,1,3
0.99,Buy,6,3
0,No Buy,48,11
0,No Buy,7,10
0,No Buy,3,4
0.99,Buy,103,24
0,No Buy,14,3
0,No Buy,15,8
0.99,Buy,2,3
0,No Buy,26,3
0.99,Buy,24,6
0,No Buy,1,2
0,No Buy,1,1
0,No Buy,12,42
0,No Buy,3,24
0,No Buy,1,5
0,No Buy,2,12
0,No Buy,1,5
0,No Buy,1,4
0.99,Buy,2,4
0.99,Buy,45,30
0,No Buy,3,4
0,No Buy,12,24
0,No Buy,5,2
0,No Buy,12,9
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,27,19
0,No Buy,61,4
0,No Buy,3,4
0,No Buy,6,5
0,No Buy,3,3
0,No Buy,3,4
0,No Buy,2,5
0,No Buy,9,2
0,No Buy,1,4
0,No Buy,3,3
0.99,Buy,1,2
0,No Buy,1,4
4.99,Buy,37,25
0,No Buy,8,3
0.99,Buy,6,10
0,No Buy,1,5
0,No Buy,1,4
0.99,Buy,5,3
0,No Buy,1,18
0.99,Buy,25,16
0.99,Buy,64,29
0.99,Buy,5,3
0.99,Buy,39,28
0,No Buy,1,4
0,No Buy,24,10
0,No Buy,1,3
0,No Buy,1,6
0,No Buy,8,2
0.99,Buy,10,3
0.99,Buy,89,8
0.99,Buy,17,4
0.99,Buy,173,17
0,No Buy,110,11
0,No Buy,24,13
0.99,Buy,3,3
0.99,Buy,5,2
1.99,Buy,7,3
1.99,Buy,77,34
0,No Buy,2,2
0.99,Buy,11,3
0.99,Buy,115,12
0,No Buy,6,3
0.99,Buy,18,3
0,No Buy,3,2
0.99,Buy,86,7
0,No Buy,1,3
0,No Buy,12,7
0,No Buy,1,2
0,No Buy,14,9
0,No Buy,11,6
0,No Buy,41,11
0,No Buy,19,8
0,No Buy,1,4
0,No Buy,4,2
0.99,Buy,52,4
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,19,11
0,No Buy,11,6
18.95,Buy,14,17
0,No Buy,4,5
0,No Buy,1,4
0,No Buy,10,3
0,No Buy,6,19
0.99,Buy,53,18
0,No Buy,1,7
1.99,Buy,43,28
0,No Buy,30,6
0.99,Buy,49,60
0,No Buy,11,9
0,No Buy,4,5
0,No Buy,2,4
0,No Buy,1,4
0,No Buy,32,8
0,No Buy,4,4
0,No Buy,13,2
0,No Buy,7,13
0,No Buy,4,2
0,No Buy,23,7
0,No Buy,3,5
0,No Buy,2,6
0,No Buy,2,4
0,No Buy,14,76
0,No Buy,28,3
0,No Buy,8,8
0,No Buy,1,7
0,No Buy,2,5
0,No Buy,4,8
0,No Buy,2,4
0,No Buy,11,7
0.99,Buy,20,15
0.99,Buy,6,4
0,No Buy,1,5
0,No Buy,19,3
0,No Buy,1,4
0.99,Buy,17,6
0,No Buy,1,5
0,No Buy,1,5
0,No Buy,1,4
0,No Buy,5,10
0,No Buy,17,4
0,No Buy,23,5
0,No Buy,10,10
0,No Buy,13,2
0.99,Buy,32,4
0.99,Buy,2,4
0.99,Buy,3,5
0,No Buy,17,3
0.99,Buy,2,3
0,No Buy,1,2
0,No Buy,62,21
0,No Buy,1,3
0.99,Buy,1,2
0.99,Buy,8,18
0,No Buy,2,11
0,No Buy,34,24
0.99,Buy,2,3
0.99,Buy,18,14
0.99,Buy,3,3
0.99,Buy,5,22
0,No Buy,1,2
0,No Buy,4,4
0,No Buy,2,3
0,No Buy,25,11
0,No Buy,10,8
0,No Buy,2,6
0,No Buy,10,11
0,No Buy,5,4
0,No Buy,2,5
0.99,Buy,2,3
0,No Buy,7,4
0.99,Buy,3,4
0,No Buy,1,2
0,No Buy,8,5
0,No Buy,20,4
0,No Buy,9,15
0,No Buy,7,11
0,No Buy,16,16
0,No Buy,7,17
0,No Buy,17,22
0,No Buy,1,4
0,No Buy,16,9
0,No Buy,33,3
0,No Buy,9,5
0,No Buy,20,12
0,No Buy,31,19
0,No Buy,2,5
0,No Buy,3,5
0,No Buy,1,5
0,No Buy,1,6
0,No Buy,4,8
0,No Buy,2,4
0,No Buy,4,10
599,Buy,4,10
0,No Buy,4,4
0,No Buy,10,6
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,11,2
0,No Buy,1,3
0,No Buy,9,5
0.99,Buy,2,4
0,No Buy,56,21
0,No Buy,37,11
0,No Buy,4,5
0,No Buy,6,5
0,No Buy,4,7
0,No Buy,1,2
0,No Buy,7,3
0,No Buy,2,2
0,No Buy,2,3
0.99,Buy,21,9
0,No Buy,28,10
0,No Buy,8,6
0,No Buy,1,3
0,No Buy,2,2
0,No Buy,3,8
0,No Buy,2,15
0.99,Buy,2,4
0,No Buy,9,9
0.99,Buy,24,9
0.99,Buy,8,3
0,No Buy,17,8
0,No Buy,4,3
0.99,Buy,25,3
0,No Buy,1,7
0,No Buy,2,6
0,No Buy,1,5
0.99,Buy,21,4
0.99,Buy,1,2
0.99,Buy,6,11
0.99,Buy,10,5
0.99,Buy,1,2
0.99,Buy,22,10
0.99,Buy,3,3
0.99,Buy,2,3
0.99,Buy,1,2
0.99,Buy,13,12
0.99,Buy,3,2
0,No Buy,23,4
0.99,Buy,25,13
0.99,Buy,17,13
0.99,Buy,6,4
0.99,Buy,20,3
0,No Buy,1,2
0,No Buy,2,3
0,No Buy,1,2
0.99,Buy,27,8
0.99,Buy,26,3
0.99,Buy,10,3
1.99,Buy,17,14
0.99,Buy,1,2
0.99,Buy,24,22
0.99,Buy,1,2
0,No Buy,5,3
0.99,Buy,46,15
0.99,Buy,32,7
0.99,Buy,21,8
0,No Buy,1,4
0,No Buy,6,5
0.99,Buy,4,4
0.99,Buy,1,3
0.99,Buy,66,6
0,No Buy,42,11
0.99,Buy,1,2
0.99,Buy,23,3
0,No Buy,4,6
0.99,Buy,17,10
0.99,Buy,1,3
0.99,Buy,2,2
0,No Buy,1,8
0,No Buy,21,13
0,No Buy,10,8
0.99,Buy,1,2
0.99,Buy,11,10
0.99,Buy,55,20
0.99,Buy,14,3
0,No Buy,5,9
0,No Buy,22,14
0,No Buy,46,42
0.99,Buy,20,8
0.99,Buy,54,10
0.99,Buy,159,67
0.99,Buy,5,7
0,No Buy,31,101
0,No Buy,1,3
0,No Buy,3,3
0,No Buy,1,2
0,No Buy,11,12
0,No Buy,3,8
0,No Buy,2,4
0,No Buy,3,5
0,No Buy,2,14
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,2,3
0,No Buy,2,3
0,No Buy,7,4
0,No Buy,13,19
0,No Buy,7,15
0,No Buy,8,4
0,No Buy,3,18
0,No Buy,6,6
0,No Buy,1,2
0,No Buy,2,8
0,No Buy,2,9
0,No Buy,10,25
0,No Buy,8,23
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,4,11
0,No Buy,4,8
0,No Buy,10,16
0,No Buy,2,7
0,No Buy,4,14
0,No Buy,7,9
0,No Buy,3,9
0,No Buy,1,4
0,No Buy,36,4
0,No Buy,12,16
0,No Buy,12,5
0,No Buy,3,6
0,No Buy,9,6
0,No Buy,10,4
0,No Buy,5,5
12.95,Buy,12,6
0,No Buy,16,5
0,No Buy,2,2
0,No Buy,10,3
0,No Buy,2,2
0,No Buy,9,3
0,No Buy,16,20
0,No Buy,1,3
0.99,Buy,2,3
0.99,Buy,6,5
0.99,Buy,6,9
0,No Buy,8,7
0.99,Buy,1,3
0.99,Buy,3,4
0,No Buy,1,2
0.99,Buy,1,3
0,No Buy,4,8
0,No Buy,3,5
0,No Buy,4,4
0,No Buy,10,7
0.99,Buy,1,2
0,No Buy,5,8
0,No Buy,1,2
0.99,Buy,36,8
0,No Buy,17,4
0,No Buy,1,3
0,No Buy,12,13
0,No Buy,11,8
0,No Buy,16,6
0,No Buy,13,13
0.99,Buy,41,27
0,No Buy,3,4
0.99,Buy,18,16
0,No Buy,5,3
0,No Buy,29,5
1.99,Buy,26,25
0,No Buy,1,1
0.99,Buy,41,12
0,No Buy,1,6
0.99,Buy,8,6
11.99,Buy,9,17
0.99,Buy,2,3
0,No Buy,8,9
9.99,Buy,98,69
0.99,Buy,42,15
0.99,Buy,33,13
0.99,Buy,8,6
0,No Buy,1,2
0.99,Buy,2,3
0.99,Buy,26,9
1.99,Buy,14,12
0,No Buy,24,8
9.99,Buy,25,27
0,No Buy,3,12
0,No Buy,2,5
0,No Buy,3,6
12.99,Buy,25,33
0.99,Buy,33,20
9.99,Buy,19,8
9.99,Buy,34,18
9.99,Buy,2,16
0,No Buy,1,3
0.99,Buy,1,5
0.99,Buy,4,7
0.99,Buy,25,12
0.99,Buy,1,2
0.99,Buy,5,10
0.99,Buy,21,4
0.99,Buy,6,5
0.99,Buy,29,7
0.99,Buy,7,6
0.99,Buy,8,9
0.99,Buy,2,2
0.99,Buy,4,6
0,No Buy,5,10
0.99,Buy,7,5
0,No Buy,1,2
0,No Buy,2,3
0.99,Buy,9,5
0,No Buy,1,3
0.99,Buy,1,5
0,No Buy,1,2
0,No Buy,8,6
0.99,Buy,1,2
0.99,Buy,1,3
0,No Buy,5,3
0.99,Buy,2,3
0.99,Buy,2,3
0.99,Buy,3,4
0,No Buy,5,6
0.99,Buy,9,4
0.99,Buy,2,5
0.99,Buy,2,4
0,No Buy,21,12
0.99,Buy,12,4
0.99,Buy,25,9
0.99,Buy,11,8
0.99,Buy,6,5
0.99,Buy,31,24
0.99,Buy,23,5
0.99,Buy,6,9
0.99,Buy,5,3
0.99,Buy,11,8
0.99,Buy,2,2
0.99,Buy,2,2
0.99,Buy,14,8
0.99,Buy,19,12
0.99,Buy,12,3
0.99,Buy,1,2
0.99,Buy,1,2
0.99,Buy,12,6
0.99,Buy,21,11
0.99,Buy,11,8
0.99,Buy,20,10
0.99,Buy,49,23
0,No Buy,1,3
0.99,Buy,18,16
0,No Buy,6,5
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,32,19
0,No Buy,13,22
0,No Buy,5,10
0,No Buy,1,4
0,No Buy,4,8
0,No Buy,18,13
0,No Buy,16,8
0,No Buy,1,3
0,No Buy,3,4
0,No Buy,5,6
0,No Buy,2,4
9.99,Buy,33,13
0.99,Buy,6,5
0.99,Buy,2,2
0,No Buy,7,13
0,No Buy,5,2
0.99,Buy,28,24
0.99,Buy,26,18
0.99,Buy,37,7
0.99,Buy,12,10
0,No Buy,8,7
0.99,Buy,6,2
0.99,Buy,2,2
0.99,Buy,31,6
0.99,Buy,15,7
1.99,Buy,3,4
0,No Buy,5,12
0.99,Buy,5,4
0.99,Buy,41,6
0.99,Buy,11,2
0,No Buy,47,6
0,No Buy,1,4
0,No Buy,4,11
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,39,39
0,No Buy,48,18
0,No Buy,3,10
0,No Buy,12,3
0,No Buy,2,3
0,No Buy,21,9
0,No Buy,1,3
0,No Buy,11,4
29,Buy,49,37
0,No Buy,2,3
0,No Buy,14,6
0,No Buy,7,3
0,No Buy,1,3
0,No Buy,2,6
0,No Buy,25,22
0,No Buy,6,9
0,No Buy,2,2
0,No Buy,3,2
0,No Buy,25,5
34.99,Buy,49,3
0.99,Buy,28,12
0,No Buy,14,8
0,No Buy,17,21
0.99,Buy,39,10
0,No Buy,2,2
0.99,Buy,6,5
0,No Buy,2,4
0,No Buy,4,3
0.99,Buy,13,8
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,11,4
0.99,Buy,2,3
0,No Buy,30,6
0,No Buy,5,6
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,4,2
0,No Buy,7,4
0,No Buy,2,2
0,No Buy,3,3
0,No Buy,19,8
0,No Buy,1,4
0,No Buy,2,2
0,No Buy,1,4
0.99,Buy,36,8
0,No Buy,20,8
0,No Buy,2,4
0.99,Buy,1,4
0,No Buy,1,2
0.99,Buy,17,15
0.99,Buy,12,10
0.99,Buy,1,2
0.99,Buy,2,3
0,No Buy,4,3
0.99,Buy,1,2
0.99,Buy,1,2
0.99,Buy,2,3
0.99,Buy,9,4
0.99,Buy,1,4
0.99,Buy,1,3
0,No Buy,7,6
0,No Buy,1,2
0.99,Buy,4,4
0.99,Buy,6,4
0,No Buy,2,5
0.99,Buy,1,4
0.99,Buy,1,3
0,No Buy,5,4
0.99,Buy,4,1
0.99,Buy,4,1
0.99,Buy,1,2
0,No Buy,85,53
0.99,Buy,1,2
0.99,Buy,5,8
0.99,Buy,8,4
0.99,Buy,2,2
0.99,Buy,2,3
0.99,Buy,1,2
0,No Buy,2,3
0.99,Buy,2,2
0.99,Buy,7,5
0.99,Buy,4,3
0.99,Buy,19,19
0.99,Buy,4,4
0.99,Buy,9,8
0.99,Buy,1,2
0,No Buy,6,3
0,No Buy,3,4
0.99,Buy,1,3
0.99,Buy,2,3
0,No Buy,6,7
0.99,Buy,4,5
0,No Buy,1,2
0.99,Buy,2,3
0,No Buy,2,4
0,No Buy,12,3
0,No Buy,50,12
0,No Buy,7,8
0,No Buy,8,5
0.99,Buy,74,7
0,No Buy,1,3
0,No Buy,18,4
0,No Buy,20,8
0,No Buy,1,2
0,No Buy,17,6
0,No Buy,1,3
0.99,Buy,61,44
0,No Buy,2,4
0,No Buy,62,20
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,14,11
0,No Buy,2,4
0,No Buy,12,9
0.99,Buy,117,56
0.99,Buy,24,13
0,No Buy,3,3
0,No Buy,4,9
0.99,Buy,21,12
0.99,Buy,43,20
0,No Buy,4,11
0.99,Buy,54,17
0,No Buy,3,3
0,No Buy,2,6
0,No Buy,8,3
0,No Buy,1,6
0,No Buy,7,2
0,No Buy,2,5
0,No Buy,4,7
0,No Buy,1,4
0,No Buy,3,4
0,No Buy,1,2
0,No Buy,6,8
0,No Buy,1,2
0,No Buy,8,24
0,No Buy,3,4
0,No Buy,2,4
0,No Buy,1,5
0,No Buy,20,24
0,No Buy,1,6
0,No Buy,1,9
0,No Buy,3,5
0,No Buy,18,8
0,No Buy,6,5
0,No Buy,32,17
0,No Buy,10,6
0,No Buy,1,3
0.99,Buy,99,48
0,No Buy,9,10
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,2,9
0,No Buy,17,12
0,No Buy,2,8
0,No Buy,6,10
0,No Buy,1,3
0,No Buy,2,4
0.99,Buy,11,5
0,No Buy,1,3
0,No Buy,24,40
0.99,Buy,38,12
0.99,Buy,30,48
0,No Buy,1,2
0.99,Buy,59,51
0,No Buy,3,10
0,No Buy,2,2
0.99,Buy,18,20
0.99,Buy,2,4
0,No Buy,1,6
0.99,Buy,65,33
0,No Buy,9,13
0,No Buy,4,3
0,No Buy,8,17
0,No Buy,1,2
0,No Buy,3,6
0,No Buy,1,3
0,No Buy,2,4
0.99,Buy,4,3
0,No Buy,14,11
0,No Buy,1,9
0,No Buy,9,7
0,No Buy,3,2
0.99,Buy,8,6
0.99,Buy,2,3
1.29,Buy,2,3
0.99,Buy,57,47
0.99,Buy,40,27
0.99,Buy,9,5
9.99,Buy,13,14
0.99,Buy,31,21
0,No Buy,9,3
0.99,Buy,5,3
0.99,Buy,25,12
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,3,4
0,No Buy,1,6
0,No Buy,2,3
0,No Buy,2,3
0,No Buy,4,3
0,No Buy,5,3
0,No Buy,3,4
0,No Buy,28,16
0,No Buy,4,12
0,No Buy,3,9
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,3,4
0,No Buy,8,3
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,5,10
0,No Buy,16,4
0,No Buy,1,2
0,No Buy,2,10
0,No Buy,16,12
0,No Buy,26,2
0,No Buy,4,3
0,No Buy,17,7
0,No Buy,1,4
0,No Buy,13,9
0,No Buy,17,16
0,No Buy,14,19
0,No Buy,21,4
0,No Buy,14,13
0,No Buy,9,11
0,No Buy,18,13
0,No Buy,10,12
0,No Buy,29,20
0,No Buy,1,2
0,No Buy,65,31
0,No Buy,11,8
0,No Buy,1,2
0,No Buy,26,7
0,No Buy,1,3
0,No Buy,2,8
0,No Buy,4,5
0,No Buy,1,4
0,No Buy,5,11
0,No Buy,10,22
0,No Buy,2,6
0,No Buy,7,15
0,No Buy,1,2
0,No Buy,28,19
0,No Buy,14,12
0,No Buy,8,13
0,No Buy,6,8
0,No Buy,14,16
0.99,Buy,18,17
0,No Buy,31,6
0,No Buy,32,20
0,No Buy,25,5
0,No Buy,2,3
0,No Buy,16,16
0,No Buy,6,7
0,No Buy,1,3
9.99,Buy,5,13
9.99,Buy,29,19
0,No Buy,4,2
0,No Buy,3,4
0.99,Buy,59,40
0,No Buy,13,20
0,No Buy,1,2
0.99,Buy,4,5
0,No Buy,2,5
0,No Buy,2,5
0,No Buy,18,5
0.99,Buy,46,35
0,No Buy,17,19
0,No Buy,7,10
0.99,Buy,31,21
0.99,Buy,23,16
0,No Buy,1,4
0,No Buy,72,77
0,No Buy,1,7
0,No Buy,1,4
0,No Buy,14,4
0,No Buy,12,11
0,No Buy,16,7
0,No Buy,5,5
0,No Buy,1,4
9.99,Buy,30,38
31.95,Buy,29,27
0,No Buy,59,18
9.99,Buy,43,49
0,No Buy,24,6
0,No Buy,8,6
0,No Buy,1,4
0,No Buy,22,4
34.95,Buy,38,73
0,No Buy,14,28
0,No Buy,2,3
0,No Buy,12,29
0,No Buy,1,6
0,No Buy,3,11
0,No Buy,7,20
0,No Buy,23,3
0,No Buy,5,2
0,No Buy,3,3
0,No Buy,4,3
0,No Buy,7,8
0,No Buy,2,4
0,No Buy,14,18
0.99,Buy,8,7
0.99,Buy,42,35
0.99,Buy,77,48
0,No Buy,68,26
0,No Buy,1,3
0,No Buy,20,8
0,No Buy,1,4
0,No Buy,3,11
0,No Buy,11,18
0,No Buy,1,7
0,No Buy,1,3
0,No Buy,2,6
0,No Buy,1,4
0,No Buy,13,7
0,No Buy,24,11
0.99,Buy,57,5
0.99,Buy,16,2
0.99,Buy,48,4
0.99,Buy,34,3
0.99,Buy,116,8
0.99,Buy,34,3
0.99,Buy,33,3
0.99,Buy,13,2
0.99,Buy,24,2
0.99,Buy,29,3
0.99,Buy,47,5
0.99,Buy,19,2
0.99,Buy,78,7
0.99,Buy,33,3
0.99,Buy,50,5
0.99,Buy,81,6
0.99,Buy,119,9
0.99,Buy,31,3
0.99,Buy,38,3
0.99,Buy,15,2
0.99,Buy,11,2
0.99,Buy,34,4
0.99,Buy,31,3
0.99,Buy,37,3
0.99,Buy,15,2
0,No Buy,14,4
0,No Buy,16,5
0,No Buy,1,8
0,No Buy,9,8
0,No Buy,31,3
0,No Buy,3,7
0,No Buy,8,4
0,No Buy,1,3
0,No Buy,1,8
0,No Buy,30,48
0,No Buy,5,16
0,No Buy,20,8
0,No Buy,9,10
0,No Buy,49,65
0,No Buy,10,15
0,No Buy,1,4
0,No Buy,4,1
0,No Buy,9,8
0,No Buy,2,7
0,No Buy,11,8
0,No Buy,1,2
0,No Buy,20,13
0.99,Buy,27,25
0.99,Buy,30,23
0.99,Buy,6,8
0.99,Buy,30,32
0.99,Buy,3,6
0.99,Buy,3,3
0,No Buy,1,2
0,No Buy,3,3
0.99,Buy,22,18
0.99,Buy,28,21
0.99,Buy,6,9
0.99,Buy,47,12
0.99,Buy,14,8
0.99,Buy,3,4
0.99,Buy,5,6
0.99,Buy,41,36
0.99,Buy,5,4
0.99,Buy,10,5
0.99,Buy,19,7
0,No Buy,2,4
0,No Buy,10,18
0,No Buy,2,4
0,No Buy,4,7
0,No Buy,6,9
0,No Buy,14,13
0.99,Buy,1,2
7.99,Buy,22,17
0.99,Buy,40,22
0,No Buy,4,6
0,No Buy,2,4
0.99,Buy,2,10
0.99,Buy,95,64
0.99,Buy,17,10
0.99,Buy,5,5
0.99,Buy,1,3
0.99,Buy,11,12
1.99,Buy,2,7
0,No Buy,8,9
0,No Buy,92,40
0,No Buy,12,5
0,No Buy,1,3
0,No Buy,20,4
0,No Buy,1,6
0,No Buy,4,4
0,No Buy,3,3
0,No Buy,1,4
0,No Buy,5,10
0,No Buy,44,41
0,No Buy,10,6
0,No Buy,2,3
0,No Buy,18,20
0,No Buy,2,8
0,No Buy,1,2
0,No Buy,11,17
0,No Buy,7,11
0,No Buy,20,5
0,No Buy,6,9
0,No Buy,16,5
0,No Buy,13,11
0,No Buy,1,2
0,No Buy,6,11
0,No Buy,15,16
0,No Buy,55,12
0,No Buy,30,9
0,No Buy,8,14
0,No Buy,4,4
0,No Buy,4,6
0,No Buy,8,10
293.95,Buy,69,57
0,No Buy,51,10
0,No Buy,8,4
0.99,Buy,26,25
0,No Buy,35,87
0,No Buy,3,5
0,No Buy,1,5
0,No Buy,2,4
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,1,1
0,No Buy,1,2
0,No Buy,5,5
0,No Buy,1,3
0,No Buy,10,5
0,No Buy,9,15
0,No Buy,18,4
0,No Buy,1,5
0.99,Buy,8,10
0.99,Buy,2,4
0.99,Buy,61,15
0.99,Buy,1,3
0,No Buy,1,2
0.99,Buy,9,15
0.99,Buy,2,4
0,No Buy,1,2
0.99,Buy,2,2
0.99,Buy,43,22
0,No Buy,4,8
0.99,Buy,32,6
0,No Buy,1,7
0.99,Buy,9,2
0.99,Buy,118,51
0,No Buy,5,7
0.99,Buy,14,11
0.99,Buy,9,6
0,No Buy,1,2
0,No Buy,2,5
0,No Buy,4,8
0,No Buy,3,5
0,No Buy,5,9
0.99,Buy,21,23
0.99,Buy,57,41
0,No Buy,2,4
0,No Buy,7,17
0,No Buy,1,3
0.99,Buy,5,2
0,No Buy,6,16
0,No Buy,1,3
0,No Buy,11,19
0,No Buy,5,7
0,No Buy,9,4
0.99,Buy,4,7
0.99,Buy,22,14
0,No Buy,1,3
0.99,Buy,8,6
0,No Buy,9,4
0.99,Buy,37,13
0.99,Buy,35,23
0,No Buy,4,2
0.99,Buy,10,11
0.99,Buy,9,5
0.99,Buy,2,4
0.99,Buy,7,3
0.99,Buy,23,12
0,No Buy,1,3
0.99,Buy,10,5
0.99,Buy,6,5
0.99,Buy,9,4
0,No Buy,4,12
0,No Buy,2,3
0,No Buy,33,18
0,No Buy,12,5
9.99,Buy,9,11
0,No Buy,6,15
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,22,92
0,No Buy,3,3
0,No Buy,1,4
0,No Buy,13,4
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,5,11
0,No Buy,9,3
0,No Buy,19,3
0,No Buy,2,3
0,No Buy,3,4
0,No Buy,16,13
0,No Buy,1,2
0,No Buy,3,5
0,No Buy,2,4
0,No Buy,2,3
0,No Buy,69,10
0,No Buy,2,3
0,No Buy,13,13
0,No Buy,15,2
0,No Buy,5,2
9.99,Buy,10,22
9.99,Buy,75,55
9.99,Buy,5,29
11.99,Buy,2,20
9.99,Buy,1,16
0,No Buy,3,5
0,No Buy,4,5
0,No Buy,2,9
0,No Buy,1,4
0,No Buy,3,8
0,No Buy,4,7
0,No Buy,31,6
0,No Buy,13,7
0,No Buy,24,5
0,No Buy,29,35
0,No Buy,35,38
0,No Buy,1,6
0,No Buy,2,10
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,10,12
0,No Buy,14,18
0,No Buy,33,22
0,No Buy,9,7
0,No Buy,1,2
0,No Buy,21,21
0,No Buy,66,41
0,No Buy,32,23
0,No Buy,20,23
0,No Buy,1,4
0,No Buy,36,21
0.99,Buy,38,14
9.99,Buy,5,12
0,No Buy,1,4
0,No Buy,14,4
0,No Buy,10,2
0,No Buy,8,8
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,2,4
0,No Buy,5,6
0,No Buy,32,14
0,No Buy,34,33
0,No Buy,1,3
0,No Buy,2,4
0,No Buy,27,33
0,No Buy,5,7
0,No Buy,9,9
0,No Buy,7,3
0,No Buy,1,5
19.99,Buy,19,30
0,No Buy,1,3
0,No Buy,29,9
0.99,Buy,18,2
0,No Buy,10,5
0,No Buy,51,5
0,No Buy,3,2
0,No Buy,3,3
0,No Buy,6,3
0.99,Buy,35,6
0.99,Buy,41,3
0.99,Buy,26,2
0,No Buy,15,3
0,No Buy,6,2
0,No Buy,31,3
0,No Buy,1,4
0,No Buy,6,2
0,No Buy,5,11
0,No Buy,29,8
0,No Buy,1,2
0,No Buy,6,8
0,No Buy,1,2
0,No Buy,3,6
0.99,Buy,26,23
0.99,Buy,51,39
0,No Buy,2,4
0.99,Buy,33,24
0.99,Buy,22,25
0.99,Buy,89,25
0,No Buy,1,2
0,No Buy,1,28
0.99,Buy,6,6
5.99,Buy,16,40
0,No Buy,1,2
0,No Buy,4,6
0,No Buy,2,2
0,No Buy,22,32
0,No Buy,9,11
0,No Buy,1,5
